entity,value,variation,sector,gov_level,subgroup,account,plan,objective,program,project
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,1936322000,2.31466632886,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Trabajo decente y digno,"Formación, capacitación e intermediación para el trabajo"
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,116643000,-0.10787245596,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente",Fortalecimiento de la participación ciudadana y de la cultura de la legalidad
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,1856152000,0.43103345923,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento institucional
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,807300000,1.38704908338,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Inversión,Pasivos exigibles,,,,
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,19000000,-0.45714285714,Salud,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,1897625000,-0.02276964117,Salud,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,10932376000,0.10345571022,Salud,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,5353399000,-0.38530267539,Salud,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,2200000000,0.02325581395,Salud,Establecimientos Públicos,Gastos de funcionamiento,Transferencias para funcionamiento,Otras transferencias,,,
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,313678487000,1.86751455725,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Salud para el buen vivir
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,1000407000,0.23354747226,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Conocimiento para la salud
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,944159519000,-0.11729768683,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Acceso universal y efectivo a la salud
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,229233457000,-0.22002834586,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Mención a la población pobre no asegurada
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,195214202000,0.09500082332,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Redes para la salud y la vida
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,8267638000,-0.17323620000,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Calidad de los servicios de salud en Bogotá D.C
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,391256000,-0.96849790660,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Hospital San Juan de Dios
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,87550000,0.03000000000,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Ciudad Salud
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,307041001000,-0.37825973089,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Modernización e infraestructura de salud
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,75071636000,0.85316307085,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Ampliación y mejoramiento de la atención prehospitalaria
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,10893160000,-0.00971272727,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Centro distrital de ciencia biotecnologia e innovación para la vida y la salud humana
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,18000000000,0.06508875740,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,Salud en línea
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,1077968000,-0.21659302326,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Territorios saludables y red de salud para la Vida desde la diversidad,"Divulgación y promoción de proyectos, programas y acciones de interés público en salud"
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,2612000000,-0.80127814973,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Trabajo decente y digno,Trabajo digno y decente para los trabajadores de salud
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,25000000000,0.79091908033,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Bogotá Humana ambientalmente saludable,Salud ambiental
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,1175321000,1.32736831683,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente","Transparencia, probidad y lucha contra la corrupción en salud en Bogotá D.C"
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,7894820000,-0.02291831683,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Bogotá decide y protege el derecho fundamental a la salud pública,Fortalecimiento de la gestión y planeación para la salud
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,5604059000,-0.26426952869,Salud,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Bogotá decide y protege el derecho fundamental a la salud pública,Bogotá decide en salud
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,3008735000,-0.15941226874,Salud,Establecimientos Públicos,Inversión,Transferencias para inversión,Otras transferencias,Otras,Colciencias - Fondo de Investigaciones en Salud,
FONDO FINANCIERO DISTRITAL DE SALUD - FFDS,0,-1.00000000000,Salud,Establecimientos Públicos,Inversión,Pasivos exigibles,,,,
IDIGER antes FOPAE hasta 30/09/14,6573296000,1.77061184646,Ambiente,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
IDIGER antes FOPAE hasta 30/09/14,2290690000,1.63981321745,Ambiente,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
IDIGER antes FOPAE hasta 30/09/14,257301000,-0.23370550938,Ambiente,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
IDIGER antes FOPAE hasta 30/09/14,1280699000,0.36502040551,Ambiente,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
IDIGER antes FOPAE hasta 30/09/14,12000000,-0.90476190476,Ambiente,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
IDIGER antes FOPAE hasta 30/09/14,710519000,-0.68067709925,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Generación y actualización del conocimiento en el marco de la gestión del riesgo
IDIGER antes FOPAE hasta 30/09/14,616898000,-0.97205445074,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Mitigación y manejo de zonas de alto riesgo para su recuperación e integración al espacio urbano y rural
IDIGER antes FOPAE hasta 30/09/14,840360000,-0.75873216388,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Optimización de la capacidad del Sistema distrital de gestión del riesgo en el manejo de emergencias y desastres
IDIGER antes FOPAE hasta 30/09/14,370772000,-0.98843642806,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Reducción y manejo integral del riesgo de familias localizadas en zonas de alto riesgo no mitigable
IDIGER antes FOPAE hasta 30/09/14,981963000,-0.49310189965,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Fortalecimiento del sistema de información de gestión del riesgo - SIRE para la toma de decisiones del Sistema Distrital de getión de riesgo
IDIGER antes FOPAE hasta 30/09/14,1228205000,-0.89090477079,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,"Fortalecimiento de capacidades sociales, sectoriales y comunitarias para la gestión integral del riesgo"
IDIGER antes FOPAE hasta 30/09/14,1000832000,0.04275057304,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Consolidar el sistema distrital de gestión del riesgo
IDIGER antes FOPAE hasta 30/09/14,0,-1.00000000000,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Recuperación de la zona declarada suelo de protección por riesgo en el sector Altos de la Estancia de la localidad de Ciudad Bolivar
IDIGER antes FOPAE hasta 30/09/14,360050000,-0.87575181282,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Recuperación de Suelos de Protección por Riesgo
IDIGER antes FOPAE hasta 30/09/14,0,-1.00000000000,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Atención de emergencia en el Distrito Capital
IDIGER antes FOPAE hasta 30/09/14,4711176000,-0.10488950330,Ambiente,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento institucional del FOPAE para la gestión del riesgo
IDIGER antes FOPAE hasta 30/09/14,945941000,none,Ambiente,Establecimientos Públicos,Inversión,Pasivos exigibles,,,,
INSTITUTO DE DESARROLLO URBANO - IDU,30629947000,0.03648276764,Movilidad,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
INSTITUTO DE DESARROLLO URBANO - IDU,320000000,0.00000000000,Movilidad,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
INSTITUTO DE DESARROLLO URBANO - IDU,10996698000,0.04417978883,Movilidad,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
INSTITUTO DE DESARROLLO URBANO - IDU,2134727000,-0.03186984127,Movilidad,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
INSTITUTO DE DESARROLLO URBANO - IDU,9180566000,0.06096914365,Movilidad,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
INSTITUTO DE DESARROLLO URBANO - IDU,475125000,0.05000000000,Movilidad,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
INSTITUTO DE DESARROLLO URBANO - IDU,57230000000,-0.41412681222,Movilidad,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Movilidad Humana,Infraestructura para el sistema integrado de transporte público
INSTITUTO DE DESARROLLO URBANO - IDU,443011698000,-0.66590102908,Movilidad,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Movilidad Humana,Desarrollo y sostenibilidad de la infraestructura para la movilidad
INSTITUTO DE DESARROLLO URBANO - IDU,138787969000,-0.47818002214,Movilidad,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Movilidad Humana,Desarrollo y conservación del espacio público y la red de ciclo-rutas
INSTITUTO DE DESARROLLO URBANO - IDU,8000000000,none,Movilidad,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Atención integral del riesgo al sistema de movilidad y espacio público frente a la ocurrencia de eventos de emergencia y catastróficos
INSTITUTO DE DESARROLLO URBANO - IDU,300000000,-0.42307692308,Movilidad,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente","Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente en el IDU"
INSTITUTO DE DESARROLLO URBANO - IDU,68275184000,0.23876716990,Movilidad,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento institucional para el mejoramiento de la gestión del IDU
INSTITUTO DE DESARROLLO URBANO - IDU,10017000000,4.76352128884,Movilidad,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"TIC para gobierno digital, ciudad inteligente y sociedad del conocimiento y del emprendimiento",Fortalecimiento de las tecnologías de la información y las comunicaciones - TIC
INSTITUTO DE DESARROLLO URBANO - IDU,66074906000,-0.38542495276,Movilidad,Establecimientos Públicos,Inversión,Pasivos exigibles,,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",9912728000,0.09568960924,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",1742400000,0.72514851485,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",3298457000,0.09952268393,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",1187000000,0.48560700876,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",2214000000,-0.12765957447,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",1132800000,0.02515837104,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",348000000000,0.02836879433,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Transferencias para funcionamiento,Otras transferencias,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",13427511000,0.06238805968,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Pago de cesantías,Pago de cesantías afiliados,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",38000000000,none,Hacienda,Establecimientos Públicos,Gastos de funcionamiento,Pago de cesantías,Provisión pago de cesantías,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",217711857000,0.22076851520,Hacienda,Establecimientos Públicos,Servicio de la deuda,Pensiones,Bonos pensionales,,,
"FONDO DE PRESTACIONES ECONÓMICAS, CESANTIAS Y PRESTACIONES",3186252000,-0.61605639404,Hacienda,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Gestión Institucional
CAJA DE VIVIENDA POPULAR,4279987000,0.03202444266,Hábitat,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
CAJA DE VIVIENDA POPULAR,2220000000,0.03025133492,Hábitat,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
CAJA DE VIVIENDA POPULAR,1668885000,0.03718911703,Hábitat,Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
CAJA DE VIVIENDA POPULAR,145100000,0.12108662731,Hábitat,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
CAJA DE VIVIENDA POPULAR,1088000000,0.20759139902,Hábitat,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
CAJA DE VIVIENDA POPULAR,3000000,0.00000000000,Hábitat,Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
CAJA DE VIVIENDA POPULAR,680000000,0.03073406455,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ruralidad humana,Gestión para la Construcción y Mejoramiento de Vivienda Rural
CAJA DE VIVIENDA POPULAR,17854879000,0.44575042851,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Vivienda y hábitat humanos,Mejoramiento integral de barrios
CAJA DE VIVIENDA POPULAR,6562100000,2.31980540834,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Vivienda y hábitat humanos,Titulación de predios
CAJA DE VIVIENDA POPULAR,22645583000,1.87272439656,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Vivienda y hábitat humanos,Desarrollo de proyectos de vivienda de interés prioritario
CAJA DE VIVIENDA POPULAR,3892100000,0.29673472461,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Vivienda y hábitat humanos,Mejoramiento de vivienda en sus condiciones físicas
CAJA DE VIVIENDA POPULAR,40610885000,-0.12904052533,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Reasentamiento de hogares localizadas en zonas de alto riesgo no mitigable
CAJA DE VIVIENDA POPULAR,250000000,1.08333333333,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente","Fortalecimiento institucional para la transparencia, participación ciudadana, control y responsabilidad social y anticorrupción"
CAJA DE VIVIENDA POPULAR,4823000000,0.28350676509,Hábitat,Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento institucional para aumentar la eficiencia de la gestión
CAJA DE VIVIENDA POPULAR,6908923000,none,Hábitat,Establecimientos Públicos,Inversión,Pasivos exigibles,,,,
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,15546270000,0.06865519510,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,312000000,0.75280898876,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,6407967000,0.03629576693,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,795077000,-0.15596921444,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,5250000000,0.21631727856,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,120000000,-0.02439024390,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,38000000000,0.26253980281,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Construcción de saberes, Educación incluyante, diversa y de calidad para dsfrutar y aprender",Jornada escolar 40 horas semanales
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,1410000000,-0.55485454793,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital",Tiempo libre tiempo activo
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,88159781000,0.18537010591,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ejercicio de las libertades culturales y deportivas,Construcción y adecuación de parques y escenarios para la inclusión
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,2810674000,-0.52397570928,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ejercicio de las libertades culturales y deportivas,Bogotá participactiva
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,18030000000,0.54729735296,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ejercicio de las libertades culturales y deportivas,Bogotá forjador de campeones
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,50026749000,-0.28249573980,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ejercicio de las libertades culturales y deportivas,"Parques inclusivos: física, social, económica y ambientalmente"
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,4770000000,-0.43460280610,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ejercicio de las libertades culturales y deportivas,Acciones metropolitanas para la convivencia
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,50000000,-0.50000000000,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ejercicio de las libertades culturales y deportivas,Bogotá es mi parche
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,50000000,-0.50000000000,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Ejercicio de las libertades culturales y deportivas,Corredores vitales
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,4310000000,0.60760910108,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Movilidad Humana,Pedalea por Bogotá
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,20000000,-0.80000000000,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente",Probidad y transparencia en el IDRD
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,7909895000,1.02335328575,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento institucional
INSTITUTO DISTRITAL DE RECREACIÓN Y DEPORTE - IDRD,1845119000,3.14706173217,"Cultura, Recreación y Deporte",Establecimientos Públicos,Inversión,Pasivos exigibles,,,,
INSTITUTO DISTRITAL DEL PATRIMONIO CULTURAL - IDPC,2998598000,0.04045768232,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
INSTITUTO DISTRITAL DEL PATRIMONIO CULTURAL - IDPC,150000000,0.50000000000,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
INSTITUTO DISTRITAL DEL PATRIMONIO CULTURAL - IDPC,1032460000,0.03614556979,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
INSTITUTO DISTRITAL DEL PATRIMONIO CULTURAL - IDPC,226198000,1.09574546937,"Cultura, Recreación y Deporte",Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
