entity,value,variation,sector,gov_level,subgroup,account,plan,objective,program,project
SECRETARÍA DISTRITAL DE PLANEACIÓN,300000000,1.23962493748,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Vivienda y hábitat humanos,Estudios y modelaciones económicas para la estructuación de proyectos urbanos
SECRETARÍA DISTRITAL DE PLANEACIÓN,1611700000,-0.20111468220,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Vivienda y hábitat humanos,Planificación ubanística e instrumentos de gestión territorial para contribuir en la reducción de la segregación socio-espacial en Bogotá
SECRETARÍA DISTRITAL DE PLANEACIÓN,300000000,0.64911277733,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Revitalización del centro ampliado,Formulación de las intervenciones urbanas para la orgarnización sostenible del territorio
SECRETARÍA DISTRITAL DE PLANEACIÓN,4623000000,3.36387320886,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Estrategia territorial regional frente al cambio climático,"Planificación urbanística e instrumentos de gestión territorial para contribuir en la adaptación al cambio climático en Bogotá D,C,"
SECRETARÍA DISTRITAL DE PLANEACIÓN,256400000,0.27254499072,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,"Bogotá, territorio en la región",Fortalecimiento institucional para la integración regional
SECRETARÍA DISTRITAL DE PLANEACIÓN,660000000,-0.31203849249,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Bogotá Humana: participa y decide,Implementación del sistema distrital de planeación
SECRETARÍA DISTRITAL DE PLANEACIÓN,1446000000,-0.50457514235,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Calidad y fortalecimiento institucional
SECRETARÍA DISTRITAL DE PLANEACIÓN,5263232000,0.75346671708,Planeación,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Consolidación de la información estratégica e integral para la planeación del Distrito
SECRETARÍA DISTRITAL DE LA MUJER,6582778000,0.03222750227,Mujeres,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
SECRETARÍA DISTRITAL DE LA MUJER,228500000,2.73366013072,Mujeres,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
SECRETARÍA DISTRITAL DE LA MUJER,2260666000,0.03898301579,Mujeres,Administración Central,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
SECRETARÍA DISTRITAL DE LA MUJER,485600000,1.97914110429,Mujeres,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
SECRETARÍA DISTRITAL DE LA MUJER,1835400000,0.01910049972,Mujeres,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
SECRETARÍA DISTRITAL DE LA MUJER,4700000,26.16763005780,Mujeres,Administración Central,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
SECRETARÍA DISTRITAL DE LA MUJER,8500000000,-0.34651577588,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Bogotá Humana con igualdad de oportunidades y equidad de género para las mujeres,Litigio y justicia integral para las mujeres
SECRETARÍA DISTRITAL DE LA MUJER,1200000000,0.57728706625,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Bogotá Humana con igualdad de oportunidades y equidad de género para las mujeres,Gestión estratégica del conocimiento de la política pública de mujeres y equidad de género en el Distrito Capital
SECRETARÍA DISTRITAL DE LA MUJER,700000000,0.11464968153,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Bogotá Humana con igualdad de oportunidades y equidad de género para las mujeres,Calidad y fortalecimiento institucional
SECRETARÍA DISTRITAL DE LA MUJER,8200000000,0.33615773179,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Bogotá Humana con igualdad de oportunidades y equidad de género para las mujeres,"20 Casas de igualdad de oporturtidades para el ejercicio de derechos de las mujeres en el D,C,"
SECRETARÍA DISTRITAL DE LA MUJER,1619200000,-0.53737142857,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Bogotá Humana con igualdad de oportunidades y equidad de género para las mujeres,Acciones para la implementación y seguimiento de la Política de mujeres y Equidad de Género en el Distrito Capital
SECRETARÍA DISTRITAL DE LA MUJER,2000000000,none,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Bogotá Humana con igualdad de oportunidades y equidad de género para las mujeres,Acciones con enfoque diferencial para el reconocimiento de la diversidad de las mujeres
SECRETARÍA DISTRITAL DE LA MUJER,3500000000,none,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital",Implementación y seguimiento al modelo distrital de abordaje inlagral a las mujeres en ejercicio de la Prostitución
SECRETARÍA DISTRITAL DE LA MUJER,50000000,0.00000000000,Mujeres,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente","Gobierno, transparencia y probidad"
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,4628021000,0.05821892594,Integración Social,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,0,-1.00000000000,Integración Social,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,1569441000,0.06022822617,Integración Social,Administración Central,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,1326300000,1.23384366631,Integración Social,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,13394000000,0.03729940950,Integración Social,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,2000000,0.00150225338,Integración Social,Administración Central,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,304980135000,0.86928405423,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Garantía del desarrollo integral de la primera infancia,Desarrollo integral de la primera infancia en Bogotá
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,39931101000,-0.59913782173,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Garantía del desarrollo integral de la primera infancia,"Construcciones dignas, adecuadas y seguras"
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,38843592000,-0.26888869444,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital",Atención integral a personas con discapacidad familias y cuidadores: Cerrando Brechas
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,115389247000,0.14388217407,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital",Atención integral para personas mayores: disminuyendo la discriminacion y la segregación social
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,25650000000,1.33181818182,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital",Generación de capacidades para el desarrollo de personas en prostitución - habitantes de la calle
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,2569865000,-0.18817151141,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital",Promoción del ejercido y goce de los derechos de personas LGBTI
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,32711717000,4.19477262748,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital","Protección integral y desarrollo de capacidades de niños, niñas y adolescentes"
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,2230137000,-0.36281800000,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Lucha contra distintos tipos de discriminación y violencias por condición, situación, identidad, diferencia, diversidad o etapa del ciclo vital",Jóvenes activando su ciudadanía
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,20781193000,0.05649799460,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Bogotá, un territorio que defiende, protege y promueve los derechos humanos",Relaciones libre de violencias para y con las familias de Bogotá
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,294021950000,0.67639096594,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Soberanía y seguridad alimentaria y nutricional,Alimentando capacidades: Desarrollo de habilidades y apoyo alimentario para superar condiciones de vulnerabilidad
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,3030823000,0.28734867142,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Atención y acciones humanitarias para emergencias de origen social y natural
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,4419223000,0.02738389741,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de las capacidades de gestión y coordinación del nivel central y las localidades desde los territorios,Fortalecimiento de la gestión local para el desarrollo humano en Bogotá
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,570000000,none,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente",Transparencia y Probidad en la SDIS
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,86565072000,0.64588128746,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Servicios de apoyo para garantizar la prestación de los servicios sociales
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,99662995000,0.08588003737,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Adopción de un modelo de desarrollo organizacional para el talento humano
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,3427154000,-0.13067893284,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Políticas Humanas: servicios sociales con calidad
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,10315338000,1.02174871712,Integración Social,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"TIC para gobierno digital, ciudad inteligente y sociedad del conocimiento y del emprendimiento ",Fortalecimiento de la infraestructuta de tecnologías de la información y la comunicación 
SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL,2166766000,2.52961318299,Integración Social,Administración Central,Inversión,Pagos exigibles,,,,
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,4142118000,-0.13458022382,Gestión Pública,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,80000000,0.60000000000,Gestión Pública,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,1411047000,-0.13467259395,Gestión Pública,Administración Central,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,190000000,0.13772455090,Gestión Pública,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,892000000,1.32352175046,Gestión Pública,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,500000,1.77777777778,Gestión Pública,Administración Central,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,100000000,1.22222222222,Gestión Pública,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente","El servicio, actitud de vida con probidad"
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,4265000000,1.32172019597,Gestión Pública,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Estructuración - fortalecimiento y dignificación técnico- humana del empleo público en el Distrito Capital
DEPARTAMENTO ADMINISTRATIVO DEL SERVICIO CIVIL - DASCD,450000000,0.85185185185,Gestión Pública,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento de los sistemas de gestión en el DASCD con componentes TIC's
SECRETARÍA DISTRITAL DE AMBIENTE,10836399000,0.04770133451,Ambiente,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
SECRETARÍA DISTRITAL DE AMBIENTE,3260510000,0.05162815600,Ambiente,Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
SECRETARÍA DISTRITAL DE AMBIENTE,3727608000,0.04369446215,Ambiente,Administración Central,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
SECRETARÍA DISTRITAL DE AMBIENTE,1790700000,0.15809665227,Ambiente,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
SECRETARÍA DISTRITAL DE AMBIENTE,3386600000,0.08367766909,Ambiente,Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
SECRETARÍA DISTRITAL DE AMBIENTE,5000000,1.20264317181,Ambiente,Administración Central,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
SECRETARÍA DISTRITAL DE AMBIENTE,2903000000,0.76150240439,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Recuperación rehabilitación y restauración de la estructura ecológica principal y de los espacios del agua,Participación ciudadana y educación ambiental como instrumentos de gestión para la apropiación social de los territorios ambientales del Distrito Capital
SECRETARÍA DISTRITAL DE AMBIENTE,11696000000,-0.78429203377,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Recuperación rehabilitación y restauración de la estructura ecológica principal y de los espacios del agua,Control ambiental a los recursos hídrico y del suelo en el Distrito Capital
SECRETARÍA DISTRITAL DE AMBIENTE,17600000000,0.25670660042,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Recuperación rehabilitación y restauración de la estructura ecológica principal y de los espacios del agua,Fortalecimiento de la gestión ambiental para la restauración conservación manejo y uso sostenible de los ecosistemas urbanos y las areas rurales del Distrito Capital
SECRETARÍA DISTRITAL DE AMBIENTE,3982000000,0.00534890050,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Estrategia territorial regional frente al cambio climático,Planeación ambiental con visión regional para la adaptación y mitigación al cambio climático en el Distrito Capital
SECRETARÍA DISTRITAL DE AMBIENTE,4000000000,0.04120463211,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Basura cero,"Control y gestión ambiental a residuos peligrosos, orgánicos y escombros generados en Bogotá"
SECRETARÍA DISTRITAL DE AMBIENTE,10445000000,0.88881985017,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Bogotá Humana ambientalmente saludable,Control de deterioro ambiental en los componentes aire y paisaje
SECRETARÍA DISTRITAL DE AMBIENTE,5288000000,-0.46538731668,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Bogotá Humana ambientalmente saludable,"Evaluación, control, seguimiento y conservación de la flora, fauna silvestre y arbolado urbano"
SECRETARÍA DISTRITAL DE AMBIENTE,13200000000,4.29844707333,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Bogotá Humana ambientalmente saludable,Gestión integral a la fauna doméstica en el Distrito Capital
SECRETARÍA DISTRITAL DE AMBIENTE,1084000000,0.75531492844,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Bogotá Humana: participa y decide,"Planeación ambiental participativa, comunicación estratégica y fortalecimiento de procesos de formación para la participación, con énfasis en adaptación al cambio climático"
SECRETARÍA DISTRITAL DE AMBIENTE,1684000000,0.99971975424,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"Transparencia, probidad, lucha contra la corrupción y control social efectivo e incluyente","Cultura de transparencia, probidad y control social a la gestión pública en la Secretaría Distrital de Ambiente"
SECRETARÍA DISTRITAL DE AMBIENTE,3488000000,0.88674142230,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento de la función administrativa y desarrollo institucional
SECRETARÍA DISTRITAL DE AMBIENTE,2687000000,0.63366405860,Ambiente,Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"TIC para gobierno digital, ciudad inteligente y sociedad del conocimiento y del emprendimiento ","Gobierno electrónico, gestión de conocimiento y fortalecimiento del uso de las tecnologías de la información y comunicaciones, para una gestión eficiente y efectiva en la SDA"
SECRETARÍA DISTRITAL DE AMBIENTE,1182710000,2.28757032622,Ambiente,Administración Central,Inversión,Pagos exigibles,,,,
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,6182561000,0.15293071817,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,24000000,-0.91608391608,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,2123161000,0.15480062571,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,316000000,0.07118644068,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,584800000,-0.13401451207,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,152000000,294.14563106796,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,21127709000,3.92328444080,"Gobierno, Seguridad y Convivencia",Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Bogotá Humana: participa y decide,Gestión efectiva de administración del patrimonio inmobiliario distrital
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,529580000,0.11806880943,"Gobierno, Seguridad y Convivencia",Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de las capacidades de gestión y coordinación del nivel central y las localidades desde los territorios,Centro de estudios y análisis de espacio público
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,837621000,0.33367884558,"Gobierno, Seguridad y Convivencia",Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Modernización organizacional
DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO - DADEP,3801090000,0.05383672322,"Gobierno, Seguridad y Convivencia",Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,"TIC para gobierno digital, ciudad inteligente y sociedad del conocimiento y del emprendimiento ",Consolidación del sistema de información Geográfica del inventario del patrimonio inmobiliario distrital
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,32521933000,0.15012610496,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,0,-1.00000000000,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,10320302000,-0.20479013623,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,1514000000,0.18378357246,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,5479500000,0.13824262568,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,15500000,-0.08823529412,"Gobierno, Seguridad y Convivencia",Administración Central,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,26829283000,0.03556518455,"Gobierno, Seguridad y Convivencia",Administración Central,Inversión,Directa,Bogotá Humana,Un territorio que enfrenta el cambio climático y se ordena alrededor del agua,Gestión integral de riesgos,Modernización Cuerpo Oficial de Bomberos
UNIDAD ADMINISTRATIVA ESPECIAL CUERPO OFICIAL DE BOMBEROS,3269304000,-0.46335660651,"Gobierno, Seguridad y Convivencia",Administración Central,Inversión,Directa,Bogotá Humana,Una Bogotá que defiende y fortalece lo público,Fortalecimiento de la función administrativa y desarrollo institucional,Fortalecimiento del Sistema integrado de gestión de la UAECOB
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,5199089000,0.04892096549,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales asociados a la nómina,,,
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,10000000,0.00000000000,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Servicios personales indirectos,,,
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,1783181000,0.04941272986,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Gastos de funcionamiento,Servicios personales,Aportes patronales al sector privado y público,,,
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,151000000,-0.20526315789,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de bienes,,,
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,1727000000,0.06081081081,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Adquisición de servicios,,,
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,63500000,0.00000000000,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Gastos de funcionamiento,Gastos generales,Otros gastos generales,,,
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,13009977000,-0.08118017072,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Soberanía y seguridad alimentaria y nutricional,Fortalecimiento del sistema distrital de plazas de mercado
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,23153906000,-0.18577423588,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,"Apoyo a la economía popular, emprendimiento y productividad",Desarrollo de iniciativas productivas para el fortalecimiento de la economía popular
INSTITUTO PARA LA ECONOMIA SOCIAL - IPES,0,-1.00000000000,"Desarrollo Económico, Industria y Turismo",Establecimientos Públicos,Inversión,Directa,Bogotá Humana,Una ciudad que supera la segregación y la discriminación: el ser humano en el centro de las preocupaciones del desarrollo,Trabajo decente y digno,Misión Bogotá Humana
